from,to,amount,miner,mined_amount
19oaPJcitCeFuUVxKUdyL8FRtqnMVQ2jGm,1AC5E8Gf6Kn2gUZ5z429PuQLmDrrz3hKi9,9831,1GMPbV8gFBrWXwmv5QG7o861fNyJMAEjV5,389
1QLFBu69pibsjvm4Hxhb1V78BvEdC9R7nQ,1Fd4k2UNaE4hu1grX5ZERCQaeJmV9FqEnk,1812,191QUQQMS4CNnGj79BXiRjukTyrfW9kyFX,355
14WrivJi92pLxTRnNYA6Bgo4BH9pnk55uA,1JY9x3wJZjUngsAhZC1aKDABeF2AfJA4Yy,3255,1FZtvE448GJyF5MhmN5ivB62pNPgp1b58W,574
1GZpsHrqEt9A6Lo24RMeUSrXko3mt84Q4t,1HUcT2pMbbn3wyUmkYQQUAZSqGqRo8b1Rs,6982,1FZtvE448GJyF5MhmN5ivB62pNPgp1b58W,968
19yewcFu7XjV6v9pAuBbfUmZiebbyYEP8Q,1NmombJqagqGRsexABTzPrBGsUy3ByHmTg,2569,126FvKLoTipCUC9ezQuQBaD5WETHfrg9a1,478
1Gdu1QJtMyneXZxEarGjvKjrUvsQuhcVce,1Ao9kmjgcv3zmAswtbpXormfmT6wfthBz7,4366,1Df1oTe73Mw7BXDSxHqjA1FLWLuBMhZ1DG,517
19oaPJcitCeFuUVxKUdyL8FRtqnMVQ2jGm,1w19bnfrA9ze17oHjGh6hcw2C2fzgPMsB,3655,1GZpsHrqEt9A6Lo24RMeUSrXko3mt84Q4t,919
12AqMUKo2h9w9T34BKsx4uokpDpYqJMXz9,1CCnsWkLtSTC6rmjog93NpWqsj3Lw8Dpte,10982,1DM8bnAn7gUsa11YHe1MJCDnRuV5u3jdrU,1058
1Bj2kmqKfgsQHqvREFtJCKNbBLj47vgVde,1L9WUPZehgDPQcDR9fTvM89vaVxKGsBHan,15849,1KCyDcUGgXsSqgLXafzr7JaSihfHNnuvdN,483
1JjTNeMwCEdtbq2uu9Q7ohV5iMG1CMWxy,1FCMALwX3ShRo6gtLrnymk9G9hbfWyQqWv,4459,164umqoJZv4nqPTZZUdt6P8ptfdv8frhQD,404
1bgQAJACqPgPKTW1JdctYw7HoXfvynhy7,1LNTWMNTtFChq3tthtKvwLhUuWMtSxi8Kz,1349,1KnRgBHMwZzzRj7DoNMq66tgbYXpB3wnRb,17
12KtoQP2CSubNWDvLiju4PNE8a8nGDmCKH,19RL2gsK2XHFBUdaz87roTT6C5AMbHvKR5,16389,1DRytcR9i67Vqsa6raT73i1qBUfdvWZjAM,1715
1CAzFPK2HjTtjbWunEcayGgCr6sC2Enyx8,1AC5E8Gf6Kn2gUZ5z429PuQLmDrrz3hKi9,4166,1Ao9kmjgcv3zmAswtbpXormfmT6wfthBz7,64
19q4TguRMVR4BWRJ6s3F3cDLtj3u8qDwLE,19yewcFu7XjV6v9pAuBbfUmZiebbyYEP8Q,787,1GZpsHrqEt9A6Lo24RMeUSrXko3mt84Q4t,58
17i6Y2533pJ3ezfAL5Dh6JVry8xWTxKifz,1HLAP4oyhTD1hWVau2eKqQq1EhAiiuS4nB,2922,15qHKbWXt24PGeWmFGGqX1GrzGgwZFDHfL,182
1LNTWMNTtFChq3tthtKvwLhUuWMtSxi8Kz,1LxcLFdbXaSJtbqgC7zbgNCwKARX38tPws,19076,1GZpsHrqEt9A6Lo24RMeUSrXko3mt84Q4t,6306
1QLFBu69pibsjvm4Hxhb1V78BvEdC9R7nQ,1bgQAJACqPgPKTW1JdctYw7HoXfvynhy7,2088,19q4TguRMVR4BWRJ6s3F3cDLtj3u8qDwLE,599
126FvKLoTipCUC9ezQuQBaD5WETHfrg9a1,1CHRKZSfpDf6KeaZjSkNUHq9473HWYyNwc,8111,1v75qAzwNxhLAFsCBgrPfRzb1rpcHS7j7,1902
1Df1oTe73Mw7BXDSxHqjA1FLWLuBMhZ1DG,1F3xDi6HynCarvNTSMfX1WRmjuFGSM6UZn,60,17hkhmJ657YdP5ce9MA85sx6iun153BmFE,14
1H5fFNDN896FFHuEm5piZb47aR7t5sSfXi,1HVq1VR2JTRaxaMwNfAzK6WsTvW7c5GcYo,4400,14zTvKSHNrtHtNoMxzjcFKgv952cP51wS3,786
1CFmhH9MQecm3SxjRVv58rTcLSS9RyYRau,1Lg8NaH59PjmGXTVpfqekriwE2nRmHsip3,4339,1Lg8NaH59PjmGXTVpfqekriwE2nRmHsip3,1433
1LcxVmwpBa25Lx77kehHHgk12HKX6nscN5,1Jst7ScTCeLVVRasF4512z7xFEMHzKF267,487,1DRytcR9i67Vqsa6raT73i1qBUfdvWZjAM,116
1Bj2kmqKfgsQHqvREFtJCKNbBLj47vgVde,12AqMUKo2h9w9T34BKsx4uokpDpYqJMXz9,276,15qHKbWXt24PGeWmFGGqX1GrzGgwZFDHfL,29
12717PgLULE5rakr2mMMZgrG7SuqYzULZE,1NVv5TMh3RcDHwzbiL6Qa57jKaKFPmSWvu,4704,1BTagrcapEX9Fkiidb1MCB9Z37YaNZLAaF,1166
1DkLeoqWSgLL1tXiRySZqNyfjbFVh5M7dT,191F93kVmDroKD9UwAvNoEXp4u8cRGnoru,44033,1KAXC26wA2MAqGC75hDkCeE8p4W6xiwHdt,10051
1DwrFDDHkkU8TMQahyn6hGtay63QhZncVe,1BTagrcapEX9Fkiidb1MCB9Z37YaNZLAaF,2313,1AC5E8Gf6Kn2gUZ5z429PuQLmDrrz3hKi9,689
1DwrFDDHkkU8TMQahyn6hGtay63QhZncVe,1HLAP4oyhTD1hWVau2eKqQq1EhAiiuS4nB,698,1KGWCycGbKxyByfYNv6W7f9RWswYgDMGBS,151
1AC5E8Gf6Kn2gUZ5z429PuQLmDrrz3hKi9,1KCyDcUGgXsSqgLXafzr7JaSihfHNnuvdN,5564,1GMPbV8gFBrWXwmv5QG7o861fNyJMAEjV5,1056
191F93kVmDroKD9UwAvNoEXp4u8cRGnoru,1KnRgBHMwZzzRj7DoNMq66tgbYXpB3wnRb,19911,1Bj2kmqKfgsQHqvREFtJCKNbBLj47vgVde,326
1Jst7ScTCeLVVRasF4512z7xFEMHzKF267,1AC5E8Gf6Kn2gUZ5z429PuQLmDrrz3hKi9,1123,1JjTNeMwCEdtbq2uu9Q7ohV5iMG1CMWxy,60
1BTagrcapEX9Fkiidb1MCB9Z37YaNZLAaF,14WrivJi92pLxTRnNYA6Bgo4BH9pnk55uA,5421,1Er1HgY2K6QyJUEN6d1hMiiYmQL95KZbyo,1716
17hkhmJ657YdP5ce9MA85sx6iun153BmFE,18MW5wfuxV1H2oFGdEBaLQLbPxF7yASrX3,12233,1PuUTUzvLk3mPBYZZizwkkZfRdVcUnK7PY,292
18MW5wfuxV1H2oFGdEBaLQLbPxF7yASrX3,1KXFVBSRFeVEnX6uUgFadZCwqUS15NJ8yt,15354,126FvKLoTipCUC9ezQuQBaD5WETHfrg9a1,4063
1v75qAzwNxhLAFsCBgrPfRzb1rpcHS7j7,1KnRgBHMwZzzRj7DoNMq66tgbYXpB3wnRb,865,1Gdu1QJtMyneXZxEarGjvKjrUvsQuhcVce,191
1LxcLFdbXaSJtbqgC7zbgNCwKARX38tPws,14zTvKSHNrtHtNoMxzjcFKgv952cP51wS3,2056,1Gdu1QJtMyneXZxEarGjvKjrUvsQuhcVce,299
15qHKbWXt24PGeWmFGGqX1GrzGgwZFDHfL,1LxcLFdbXaSJtbqgC7zbgNCwKARX38tPws,4461,19DJUdkYStgkhnZz9fnCDf6rHVydBN5Wek,71
14zTvKSHNrtHtNoMxzjcFKgv952cP51wS3,1FZtvE448GJyF5MhmN5ivB62pNPgp1b58W,15917,1HVq1VR2JTRaxaMwNfAzK6WsTvW7c5GcYo,3145
1HfeKj6okxT9W7KpkFtGZ5veVYS9pJVa15,1EBmDxYNUozqWbmLK3YFuJeidgC766AoHw,520,1JSaxNzW2U1uYXDKRB4omuMTwBsa4W7K71,133
1BunyGETTFLexvLKgz9MBBmw21jyD1pA23,17s2zeW2HqVYFvKs855gpqbqkicpuSaKLv,5171,19q4TguRMVR4BWRJ6s3F3cDLtj3u8qDwLE,644
164umqoJZv4nqPTZZUdt6P8ptfdv8frhQD,1DkLeoqWSgLL1tXiRySZqNyfjbFVh5M7dT,7040,1LpKTLeRhJzqb1njVUabbHfj5YjLLJiaGy,430
1LxtJDsMFsT7GCVfXye1RX3Gne7v51KWGg,1v75qAzwNxhLAFsCBgrPfRzb1rpcHS7j7,8280,1KAXC26wA2MAqGC75hDkCeE8p4W6xiwHdt,632
1Bj2kmqKfgsQHqvREFtJCKNbBLj47vgVde,1CAzFPK2HjTtjbWunEcayGgCr6sC2Enyx8,324,1LcxVmwpBa25Lx77kehHHgk12HKX6nscN5,25
1KXFVBSRFeVEnX6uUgFadZCwqUS15NJ8yt,19yewcFu7XjV6v9pAuBbfUmZiebbyYEP8Q,28464,19a5wU37AZJBgdfiLVHrHwCWvr46BUCvmn,8802
164umqoJZv4nqPTZZUdt6P8ptfdv8frhQD,1BTagrcapEX9Fkiidb1MCB9Z37YaNZLAaF,308,1HfeKj6okxT9W7KpkFtGZ5veVYS9pJVa15,47
13mbFNJeKAcUSEFt17TyPt4EPS7yb8zxA8,1bgQAJACqPgPKTW1JdctYw7HoXfvynhy7,796,1DBzTHJBE4rMUkRJGU2Yyaep1B5verMsEs,174
1CFmhH9MQecm3SxjRVv58rTcLSS9RyYRau,1Er1HgY2K6QyJUEN6d1hMiiYmQL95KZbyo,2136,1CCnsWkLtSTC6rmjog93NpWqsj3Lw8Dpte,146
1LxtJDsMFsT7GCVfXye1RX3Gne7v51KWGg,14WrivJi92pLxTRnNYA6Bgo4BH9pnk55uA,53,1DwrFDDHkkU8TMQahyn6hGtay63QhZncVe,18
12717PgLULE5rakr2mMMZgrG7SuqYzULZE,15qHKbWXt24PGeWmFGGqX1GrzGgwZFDHfL,12112,1EBmDxYNUozqWbmLK3YFuJeidgC766AoHw,1363
1AC5E8Gf6Kn2gUZ5z429PuQLmDrrz3hKi9,1AzSMLb39QtshdUjvY5TxwXCsnMRcuo6Lc,12202,1C2QgtnX8uJjdsB7YBXzLVtSnc8HdiaW1W,9
1EHvmtnKCy8yB9yvvFP958uAuE1kthqytj,1DkLeoqWSgLL1tXiRySZqNyfjbFVh5M7dT,4281,1GP1BxSFQzBffsr5Ke8WqfpCtm71Zmpign,874
126FvKLoTipCUC9ezQuQBaD5WETHfrg9a1,191F93kVmDroKD9UwAvNoEXp4u8cRGnoru,3309,14zTvKSHNrtHtNoMxzjcFKgv952cP51wS3,805
164umqoJZv4nqPTZZUdt6P8ptfdv8frhQD,1HVq1VR2JTRaxaMwNfAzK6WsTvW7c5GcYo,117,1DBzTHJBE4rMUkRJGU2Yyaep1B5verMsEs,19
1PZhUgGxgPPZ67i8foFU8DerjxWJGGKGSE,19oaPJcitCeFuUVxKUdyL8FRtqnMVQ2jGm,11362,19q4TguRMVR4BWRJ6s3F3cDLtj3u8qDwLE,270
1Jst7ScTCeLVVRasF4512z7xFEMHzKF267,1AhuUQdovKNjjy7p6BR9LVnRh1KjQ7Hmdy,5273,1HfeKj6okxT9W7KpkFtGZ5veVYS9pJVa15,17
18MW5wfuxV1H2oFGdEBaLQLbPxF7yASrX3,12KtoQP2CSubNWDvLiju4PNE8a8nGDmCKH,6379,1H5fFNDN896FFHuEm5piZb47aR7t5sSfXi,886
1HLAP4oyhTD1hWVau2eKqQq1EhAiiuS4nB,13mbFNJeKAcUSEFt17TyPt4EPS7yb8zxA8,7271,1DkLeoqWSgLL1tXiRySZqNyfjbFVh5M7dT,1363
1KpFNdfRPR33sBcTvG9qv4FWuAnAdnKRye,1NVv5TMh3RcDHwzbiL6Qa57jKaKFPmSWvu,4287,1AhuUQdovKNjjy7p6BR9LVnRh1KjQ7Hmdy,1216
1Ao9kmjgcv3zmAswtbpXormfmT6wfthBz7,1LNTWMNTtFChq3tthtKvwLhUuWMtSxi8Kz,1519,1GMPbV8gFBrWXwmv5QG7o861fNyJMAEjV5,55
1DwrFDDHkkU8TMQahyn6hGtay63QhZncVe,1Jst7ScTCeLVVRasF4512z7xFEMHzKF267,94,1LcxVmwpBa25Lx77kehHHgk12HKX6nscN5,3
1AzSMLb39QtshdUjvY5TxwXCsnMRcuo6Lc,1LxcLFdbXaSJtbqgC7zbgNCwKARX38tPws,7761,14zTvKSHNrtHtNoMxzjcFKgv952cP51wS3,1397
1KpFNdfRPR33sBcTvG9qv4FWuAnAdnKRye,1NTqc6MrAyvkLbWbBSPTFp6aqh51WT2eHa,5431,12KtoQP2CSubNWDvLiju4PNE8a8nGDmCKH,450
1PZhUgGxgPPZ67i8foFU8DerjxWJGGKGSE,12KtoQP2CSubNWDvLiju4PNE8a8nGDmCKH,1,1GP1BxSFQzBffsr5Ke8WqfpCtm71Zmpign,1
1w19bnfrA9ze17oHjGh6hcw2C2fzgPMsB,1PZhUgGxgPPZ67i8foFU8DerjxWJGGKGSE,1071,1FCMALwX3ShRo6gtLrnymk9G9hbfWyQqWv,200
1PZhUgGxgPPZ67i8foFU8DerjxWJGGKGSE,1HLAP4oyhTD1hWVau2eKqQq1EhAiiuS4nB,522,1GP1BxSFQzBffsr5Ke8WqfpCtm71Zmpign,52
1KCyDcUGgXsSqgLXafzr7JaSihfHNnuvdN,1BTagrcapEX9Fkiidb1MCB9Z37YaNZLAaF,4760,1bgQAJACqPgPKTW1JdctYw7HoXfvynhy7,365
1Jst7ScTCeLVVRasF4512z7xFEMHzKF267,1MNZH6qD2NPyqwggJeXpcLic7919qoJqe8,593,1DkLeoqWSgLL1tXiRySZqNyfjbFVh5M7dT,94
1bgQAJACqPgPKTW1JdctYw7HoXfvynhy7,1FCMALwX3ShRo6gtLrnymk9G9hbfWyQqWv,3582,1w19bnfrA9ze17oHjGh6hcw2C2fzgPMsB,1148
1AC5E8Gf6Kn2gUZ5z429PuQLmDrrz3hKi9,1v75qAzwNxhLAFsCBgrPfRzb1rpcHS7j7,75,126FvKLoTipCUC9ezQuQBaD5WETHfrg9a1,6
1v75qAzwNxhLAFsCBgrPfRzb1rpcHS7j7,1FZtvE448GJyF5MhmN5ivB62pNPgp1b58W,10610,1Df1oTe73Mw7BXDSxHqjA1FLWLuBMhZ1DG,3511
17hkhmJ657YdP5ce9MA85sx6iun153BmFE,1LpKTLeRhJzqb1njVUabbHfj5YjLLJiaGy,19,1LxcLFdbXaSJtbqgC7zbgNCwKARX38tPws,2
19itDtcEVfFvRGFqFBu9YJfwVMbsLNRcCn,19q4TguRMVR4BWRJ6s3F3cDLtj3u8qDwLE,202,1HVq1VR2JTRaxaMwNfAzK6WsTvW7c5GcYo,58
1LxcLFdbXaSJtbqgC7zbgNCwKARX38tPws,1CFmhH9MQecm3SxjRVv58rTcLSS9RyYRau,14835,1LxtJDsMFsT7GCVfXye1RX3Gne7v51KWGg,1179
1JY9x3wJZjUngsAhZC1aKDABeF2AfJA4Yy,1bgQAJACqPgPKTW1JdctYw7HoXfvynhy7,9690,1Gdu1QJtMyneXZxEarGjvKjrUvsQuhcVce,2392
14WrivJi92pLxTRnNYA6Bgo4BH9pnk55uA,1HfeKj6okxT9W7KpkFtGZ5veVYS9pJVa15,6316,1AzSMLb39QtshdUjvY5TxwXCsnMRcuo6Lc,1368
12717PgLULE5rakr2mMMZgrG7SuqYzULZE,191F93kVmDroKD9UwAvNoEXp4u8cRGnoru,1266,1H5fFNDN896FFHuEm5piZb47aR7t5sSfXi,167
1NmombJqagqGRsexABTzPrBGsUy3ByHmTg,1KAXC26wA2MAqGC75hDkCeE8p4W6xiwHdt,20582,1Df1oTe73Mw7BXDSxHqjA1FLWLuBMhZ1DG,1086
1LcxVmwpBa25Lx77kehHHgk12HKX6nscN5,1BTagrcapEX9Fkiidb1MCB9Z37YaNZLAaF,262,1L9WUPZehgDPQcDR9fTvM89vaVxKGsBHan,51
1HVq1VR2JTRaxaMwNfAzK6WsTvW7c5GcYo,1KAXC26wA2MAqGC75hDkCeE8p4W6xiwHdt,7348,1ESwpqVm51sicsMQH3C7VQqatGuXzQ12s4,2304
1KCyDcUGgXsSqgLXafzr7JaSihfHNnuvdN,164umqoJZv4nqPTZZUdt6P8ptfdv8frhQD,607,12KtoQP2CSubNWDvLiju4PNE8a8nGDmCKH,90
1PuUTUzvLk3mPBYZZizwkkZfRdVcUnK7PY,18MW5wfuxV1H2oFGdEBaLQLbPxF7yASrX3,1229,1HrsHXadv8NjoDuw9zEoctMTS6ojEPz2RS,7
1QLFBu69pibsjvm4Hxhb1V78BvEdC9R7nQ,1KMEppk1eGa76pawUEdSnkmZpDrqCp6FrN,597,1EAC4NGfjvtsPMfoFfEmKAj1swBoFNaZGG,20
1bgQAJACqPgPKTW1JdctYw7HoXfvynhy7,17hkhmJ657YdP5ce9MA85sx6iun153BmFE,377,1MNZH6qD2NPyqwggJeXpcLic7919qoJqe8,119
126FvKLoTipCUC9ezQuQBaD5WETHfrg9a1,1HUcT2pMbbn3wyUmkYQQUAZSqGqRo8b1Rs,7445,1KpFNdfRPR33sBcTvG9qv4FWuAnAdnKRye,1858
1GMPbV8gFBrWXwmv5QG7o861fNyJMAEjV5,19DJUdkYStgkhnZz9fnCDf6rHVydBN5Wek,1006,1HfeKj6okxT9W7KpkFtGZ5veVYS9pJVa15,263
19a5wU37AZJBgdfiLVHrHwCWvr46BUCvmn,1Bj2kmqKfgsQHqvREFtJCKNbBLj47vgVde,12351,19q4TguRMVR4BWRJ6s3F3cDLtj3u8qDwLE,3910
17cZi6pbLynaqtLSvUHxSBMvSYJa3RMdbd,1HfeKj6okxT9W7KpkFtGZ5veVYS9pJVa15,8039,1MVL4w2rbt2XmHWjPW2U2zJ8FoySJXAJ62,1315
1NVv5TMh3RcDHwzbiL6Qa57jKaKFPmSWvu,1L9WUPZehgDPQcDR9fTvM89vaVxKGsBHan,1348,1DBzTHJBE4rMUkRJGU2Yyaep1B5verMsEs,313
12717PgLULE5rakr2mMMZgrG7SuqYzULZE,17i6Y2533pJ3ezfAL5Dh6JVry8xWTxKifz,98,1KpFNdfRPR33sBcTvG9qv4FWuAnAdnKRye,32
1Df1oTe73Mw7BXDSxHqjA1FLWLuBMhZ1DG,14gwBM7uZQ3izxBM7bJWW8dNFy5xteqAor,1751,1PuUTUzvLk3mPBYZZizwkkZfRdVcUnK7PY,102
1MVL4w2rbt2XmHWjPW2U2zJ8FoySJXAJ62,1KnRgBHMwZzzRj7DoNMq66tgbYXpB3wnRb,17326,1KMEppk1eGa76pawUEdSnkmZpDrqCp6FrN,5549
12nMmy8JyvdC6wHLyWHe2MqtWQD19dWVg5,1HUcT2pMbbn3wyUmkYQQUAZSqGqRo8b1Rs,5726,1AHBbPFeC9QEJKdadCf4Z882Z9PoVBnxjh,57
1bgQAJACqPgPKTW1JdctYw7HoXfvynhy7,1HfeKj6okxT9W7KpkFtGZ5veVYS9pJVa15,8216,1Jst7ScTCeLVVRasF4512z7xFEMHzKF267,1930
12AqMUKo2h9w9T34BKsx4uokpDpYqJMXz9,1KCyDcUGgXsSqgLXafzr7JaSihfHNnuvdN,1768,1HUcT2pMbbn3wyUmkYQQUAZSqGqRo8b1Rs,377
1PuUTUzvLk3mPBYZZizwkkZfRdVcUnK7PY,18MW5wfuxV1H2oFGdEBaLQLbPxF7yASrX3,313,126FvKLoTipCUC9ezQuQBaD5WETHfrg9a1,18
1HLAP4oyhTD1hWVau2eKqQq1EhAiiuS4nB,1DBzTHJBE4rMUkRJGU2Yyaep1B5verMsEs,2638,14yek9VuRsZKuKQ18u8qbZVsubhbHA7dtz,222
1GZpsHrqEt9A6Lo24RMeUSrXko3mt84Q4t,14WrivJi92pLxTRnNYA6Bgo4BH9pnk55uA,4550,1L9WUPZehgDPQcDR9fTvM89vaVxKGsBHan,89
1ESwpqVm51sicsMQH3C7VQqatGuXzQ12s4,18EeJMjmAaUqgyVW2gCDrBN9bS82qBGHUS,10963,1LxcLFdbXaSJtbqgC7zbgNCwKARX38tPws,1917
1Er1HgY2K6QyJUEN6d1hMiiYmQL95KZbyo,1DkLeoqWSgLL1tXiRySZqNyfjbFVh5M7dT,20009,1H5fFNDN896FFHuEm5piZb47aR7t5sSfXi,6474
1HrsHXadv8NjoDuw9zEoctMTS6ojEPz2RS,1FZtvE448GJyF5MhmN5ivB62pNPgp1b58W,4810,1FCMALwX3ShRo6gtLrnymk9G9hbfWyQqWv,585
1HUcT2pMbbn3wyUmkYQQUAZSqGqRo8b1Rs,1Ao9kmjgcv3zmAswtbpXormfmT6wfthBz7,7149,1H5fFNDN896FFHuEm5piZb47aR7t5sSfXi,1995
1JY9x3wJZjUngsAhZC1aKDABeF2AfJA4Yy,1F1gfiAinHQhfupuknrudeZrxw5ZVMocW2,62,1KCyDcUGgXsSqgLXafzr7JaSihfHNnuvdN,5
1Fd4k2UNaE4hu1grX5ZERCQaeJmV9FqEnk,13mbFNJeKAcUSEFt17TyPt4EPS7yb8zxA8,5916,1EHvmtnKCy8yB9yvvFP958uAuE1kthqytj,489
19a5wU37AZJBgdfiLVHrHwCWvr46BUCvmn,1HUcT2pMbbn3wyUmkYQQUAZSqGqRo8b1Rs,3395,1GZpsHrqEt9A6Lo24RMeUSrXko3mt84Q4t,491
1w19bnfrA9ze17oHjGh6hcw2C2fzgPMsB,15qHKbWXt24PGeWmFGGqX1GrzGgwZFDHfL,5422,19RL2gsK2XHFBUdaz87roTT6C5AMbHvKR5,775
1KAXC26wA2MAqGC75hDkCeE8p4W6xiwHdt,1GMPbV8gFBrWXwmv5QG7o861fNyJMAEjV5,6767,1F3xDi6HynCarvNTSMfX1WRmjuFGSM6UZn,305
14WrivJi92pLxTRnNYA6Bgo4BH9pnk55uA,19yewcFu7XjV6v9pAuBbfUmZiebbyYEP8Q,1768,19a5wU37AZJBgdfiLVHrHwCWvr46BUCvmn,493
1H5fFNDN896FFHuEm5piZb47aR7t5sSfXi,1F3xDi6HynCarvNTSMfX1WRmjuFGSM6UZn,2094,12717PgLULE5rakr2mMMZgrG7SuqYzULZE,384
1DBzTHJBE4rMUkRJGU2Yyaep1B5verMsEs,1GP1BxSFQzBffsr5Ke8WqfpCtm71Zmpign,1618,1HUcT2pMbbn3wyUmkYQQUAZSqGqRo8b1Rs,509
17i6Y2533pJ3ezfAL5Dh6JVry8xWTxKifz,1JY9x3wJZjUngsAhZC1aKDABeF2AfJA4Yy,496,1DwrFDDHkkU8TMQahyn6hGtay63QhZncVe,145
1JjTNeMwCEdtbq2uu9Q7ohV5iMG1CMWxy,1AHBbPFeC9QEJKdadCf4Z882Z9PoVBnxjh,10,1LcxVmwpBa25Lx77kehHHgk12HKX6nscN5,3
1EAC4NGfjvtsPMfoFfEmKAj1swBoFNaZGG,1HUcT2pMbbn3wyUmkYQQUAZSqGqRo8b1Rs,4725,1L9WUPZehgDPQcDR9fTvM89vaVxKGsBHan,784
1KnRgBHMwZzzRj7DoNMq66tgbYXpB3wnRb,19q4TguRMVR4BWRJ6s3F3cDLtj3u8qDwLE,18499,1NTqc6MrAyvkLbWbBSPTFp6aqh51WT2eHa,1675
17hkhmJ657YdP5ce9MA85sx6iun153BmFE,1LpKTLeRhJzqb1njVUabbHfj5YjLLJiaGy,270,1Dt1XYKUwg8q9xYxL21VpUTy11yHfYxQDu,88
1EBmDxYNUozqWbmLK3YFuJeidgC766AoHw,1Df1oTe73Mw7BXDSxHqjA1FLWLuBMhZ1DG,2358,191F93kVmDroKD9UwAvNoEXp4u8cRGnoru,69
1HfeKj6okxT9W7KpkFtGZ5veVYS9pJVa15,1CCnsWkLtSTC6rmjog93NpWqsj3Lw8Dpte,7647,1EBmDxYNUozqWbmLK3YFuJeidgC766AoHw,1511
18EeJMjmAaUqgyVW2gCDrBN9bS82qBGHUS,16oMnN1eAdeGMKEvqZTmXSwUuKi86ZZPvU,17540,1KMEppk1eGa76pawUEdSnkmZpDrqCp6FrN,1828
1HUcT2pMbbn3wyUmkYQQUAZSqGqRo8b1Rs,1EHvmtnKCy8yB9yvvFP958uAuE1kthqytj,31562,15qHKbWXt24PGeWmFGGqX1GrzGgwZFDHfL,1341
1DRytcR9i67Vqsa6raT73i1qBUfdvWZjAM,14WrivJi92pLxTRnNYA6Bgo4BH9pnk55uA,10000,1CFmhH9MQecm3SxjRVv58rTcLSS9RyYRau,3197
1JY9x3wJZjUngsAhZC1aKDABeF2AfJA4Yy,1NVv5TMh3RcDHwzbiL6Qa57jKaKFPmSWvu,4299,1HVq1VR2JTRaxaMwNfAzK6WsTvW7c5GcYo,18
1HfeKj6okxT9W7KpkFtGZ5veVYS9pJVa15,126FvKLoTipCUC9ezQuQBaD5WETHfrg9a1,3647,1BtE6E1Dn8u8d7SmdHMC5nS8xPAc7hYDuY,578
19yewcFu7XjV6v9pAuBbfUmZiebbyYEP8Q,1FCMALwX3ShRo6gtLrnymk9G9hbfWyQqWv,11698,1HfeKj6okxT9W7KpkFtGZ5veVYS9pJVa15,3869
1MVL4w2rbt2XmHWjPW2U2zJ8FoySJXAJ62,1F1gfiAinHQhfupuknrudeZrxw5ZVMocW2,3339,1MVL4w2rbt2XmHWjPW2U2zJ8FoySJXAJ62,572
1PuUTUzvLk3mPBYZZizwkkZfRdVcUnK7PY,1GMPbV8gFBrWXwmv5QG7o861fNyJMAEjV5,85,1Ao9kmjgcv3zmAswtbpXormfmT6wfthBz7,8
1KXFVBSRFeVEnX6uUgFadZCwqUS15NJ8yt,1MVL4w2rbt2XmHWjPW2U2zJ8FoySJXAJ62,3724,1JSaxNzW2U1uYXDKRB4omuMTwBsa4W7K71,676
19oaPJcitCeFuUVxKUdyL8FRtqnMVQ2jGm,1ESwpqVm51sicsMQH3C7VQqatGuXzQ12s4,8241,1HfeKj6okxT9W7KpkFtGZ5veVYS9pJVa15,1831
1JY9x3wJZjUngsAhZC1aKDABeF2AfJA4Yy,1Jst7ScTCeLVVRasF4512z7xFEMHzKF267,1705,1DkLeoqWSgLL1tXiRySZqNyfjbFVh5M7dT,4
1QLFBu69pibsjvm4Hxhb1V78BvEdC9R7nQ,1Df1oTe73Mw7BXDSxHqjA1FLWLuBMhZ1DG,196,1F1gfiAinHQhfupuknrudeZrxw5ZVMocW2,8
1HLAP4oyhTD1hWVau2eKqQq1EhAiiuS4nB,17hkhmJ657YdP5ce9MA85sx6iun153BmFE,5262,1MNZH6qD2NPyqwggJeXpcLic7919qoJqe8,123
1H5fFNDN896FFHuEm5piZb47aR7t5sSfXi,1Dt1XYKUwg8q9xYxL21VpUTy11yHfYxQDu,12534,17cZi6pbLynaqtLSvUHxSBMvSYJa3RMdbd,167
1HLAP4oyhTD1hWVau2eKqQq1EhAiiuS4nB,1FZtvE448GJyF5MhmN5ivB62pNPgp1b58W,2589,1HfeKj6okxT9W7KpkFtGZ5veVYS9pJVa15,518
19DJUdkYStgkhnZz9fnCDf6rHVydBN5Wek,1H5fFNDN896FFHuEm5piZb47aR7t5sSfXi,1013,1MroLNii6bv59ZfAv9D9K1F8R7rW88qfsj,80
1CFmhH9MQecm3SxjRVv58rTcLSS9RyYRau,19yewcFu7XjV6v9pAuBbfUmZiebbyYEP8Q,22399,1FCMALwX3ShRo6gtLrnymk9G9hbfWyQqWv,2915
1MroLNii6bv59ZfAv9D9K1F8R7rW88qfsj,1CCnsWkLtSTC6rmjog93NpWqsj3Lw8Dpte,11058,19itDtcEVfFvRGFqFBu9YJfwVMbsLNRcCn,3303
1Am4idjLCiwwNwPWthGNGTbvTDde4TyHhz,1JjTNeMwCEdtbq2uu9Q7ohV5iMG1CMWxy,159,1NmombJqagqGRsexABTzPrBGsUy3ByHmTg,12
1AhuUQdovKNjjy7p6BR9LVnRh1KjQ7Hmdy,1EBmDxYNUozqWbmLK3YFuJeidgC766AoHw,4102,19RL2gsK2XHFBUdaz87roTT6C5AMbHvKR5,1283
